Ativo_ID,Data,Valor
44,2024-11-30,31686.59
44,2024-12-07,8322.93
44,2024-12-14,6782.25
44,2024-12-21,628.28
44,2024-12-28,3417.04
44,2024-12-31,5205.52
44,2025-01-09,445.59
44,2025-01-17,291.56
44,2025-01-24,20040.86
44,2025-01-31,20533.16
44,2025-02-10,881.97
44,2025-02-17,177.74
44,2025-02-22,3923.87
44,2025-03-01,6022.32
44,2025-03-08,31522.09
44,2025-03-12,3169.43
44,2025-03-21,6822.28
44,2025-03-28,15825.15
44,2025-03-31,463.45
44,2025-04-05,176.78
44,2025-04-15,57622.63
44,2025-04-19,40683.99
44,2025-04-28,33188.39
44,2025-05-01,23649.16
44,2025-05-10,723.32
44,2025-05-19,18057.01
44,2025-05-27,377.04
44,2025-06-01,16678.29
44,2025-06-07,3531.73
44,2025-06-13,1298.8
44,2025-06-20,459.46
44,2025-06-27,8979.5
44,2025-07-01,10682.57
44,2025-07-12,415.08
44,2025-07-17,1036.12
44,2025-07-28,4403.46
44,2025-08-01,745.84
44,2025-08-12,1336.76
44,2025-08-22,1112.11
44,2025-08-29,10607.73
44,2025-09-09,2303.67
44,2025-09-19,11952.75
44,2025-10-01,6820.1
44,2025-10-25,6271.72
44,2025-10-31,21114.71
44,2025-11-10,1855.43
44,2025-11-21,19969.7
44,2025-11-28,24067.75
44,2025-12-12,1.03
44,2025-12-19,1595.52
44,2026-01-01,0.01
44,2026-01-24,33140.56
44,2026-01-30,51827.24
44,2026-02-16,1832.29
44,2026-02-27,11249.58
44,2026-03-09,22617.42
44,2026-03-20,4153.61
44,2026-03-31,565.32
44,2026-04-17,5717.82
44,2026-05-01,3366.31
44,2026-05-13,21.52
44,2026-05-30,12878.07
44,2026-06-09,8.55
44,2026-06-16,10691.02
45,2024-01-06,311916.86
45,2024-01-13,311434.85
45,2024-01-20,318325.0
45,2024-01-27,316537.0
45,2024-01-30,316837.9
45,2024-02-03,316141.38
45,2024-02-10,292491.0
45,2024-02-17,293784.65
45,2024-02-24,294338.17
45,2024-03-01,307005.46
45,2024-03-09,313328.0
45,2024-03-16,309014.68
45,2024-03-23,308872.57
45,2024-03-30,309892.99
45,2024-04-06,310401.66
45,2024-04-13,309870.93
45,2024-04-20,310053.31
45,2024-05-01,315930.06
45,2024-05-04,317563.27
45,2024-05-11,318649.2
45,2024-05-18,322318.32
45,2024-05-25,318997.8
45,2024-06-01,317877.82
45,2024-06-08,319618.12
45,2024-06-15,316534.2
45,2024-06-22,316183.88
45,2024-06-29,323859.41
45,2024-07-06,328335.7
45,2024-07-13,331947.4
45,2024-07-20,331818.28
45,2024-07-27,330490.18
45,2024-08-01,328446.95
45,2024-08-13,330546.17
45,2024-08-17,333303.67
45,2024-08-24,336496.58
45,2024-09-02,335093.14
45,2024-09-07,331044.9
45,2024-09-30,329248.26
45,2024-10-05,325052.35
45,2024-10-18,317944.22
45,2024-10-25,313303.94
45,2024-11-01,323356.73
45,2024-11-09,322521.57
45,2024-11-16,319276.48
45,2024-11-23,335180.12
45,2024-11-30,330978.46
45,2024-12-07,327874.16
45,2024-12-14,324671.57
45,2024-12-21,319319.28
45,2024-12-28,328215.98
45,2024-12-31,326907.01
45,2025-01-09,318663.89
45,2025-01-17,322508.21
45,2025-01-24,321991.84
45,2025-01-31,338012.14
45,2025-02-10,346193.0
45,2025-02-17,348281.62
45,2025-02-22,347773.37
45,2025-03-01,343174.53
45,2025-03-08,348456.15
45,2025-03-12,341287.43
45,2025-03-21,354518.7
45,2025-03-28,359273.09
45,2025-03-31,357537.0
45,2025-04-05,350778.96
45,2025-04-15,353516.84
45,2025-04-19,354631.82
45,2025-04-28,366039.28
45,2025-05-01,366039.28
45,2025-05-10,366428.08
45,2025-05-19,365386.9
45,2025-05-27,365386.9
45,2025-06-01,359531.0
45,2025-06-07,352169.36
45,2025-06-13,348996.21
45,2025-06-20,347189.17
45,2025-06-27,351545.8
45,2025-07-01,354277.83
45,2025-07-12,349821.72
45,2025-07-17,347001.42
45,2025-07-28,339988.2
45,2025-08-01,337817.88
45,2025-08-12,338812.78
45,2025-08-22,338957.21
45,2025-08-29,345420.98
45,2025-09-09,347202.14
45,2025-09-19,354375.23
45,2025-10-01,354870.99
45,2025-10-25,352911.19
45,2025-10-31,352911.19
45,2025-11-10,364960.3
45,2025-11-21,363333.78
45,2025-11-28,372476.31
45,2025-12-12,368983.82
45,2025-12-19,370368.04
45,2026-01-01,375108.84
45,2026-01-24,392488.93
45,2026-01-30,391047.91
45,2026-02-16,390707.83
45,2026-02-27,394503.07
45,2026-03-09,381930.89
45,2026-03-20,360866.22
45,2026-03-31,391171.97
45,2026-04-17,401262.64
45,2026-05-01,392009.0
45,2026-05-13,385700.34
45,2026-05-30,384533.54
45,2026-06-09,380467.24
45,2026-06-16,382870.42
46,2024-05-01,5483.53
46,2024-05-04,5485.55
46,2024-05-11,5498.73
46,2024-05-18,5507.95
46,2024-05-25,5525.8
46,2024-06-01,5535.52
46,2024-06-08,5545.71
46,2024-06-15,5556.4
46,2024-06-22,5568.86
46,2024-06-29,5578.21
46,2024-07-06,5588.01
46,2024-07-13,5594.52
46,2024-07-20,5604.07
46,2024-07-27,5616.76
46,2024-08-01,5621.81
46,2024-08-13,5639.66
46,2024-08-17,5645.41
46,2024-08-24,5651.61
46,2024-09-02,5658.32
46,2024-09-07,5664.75
46,2024-09-30,5695.53
46,2024-10-05,5704.2
46,2024-10-18,5726.74
46,2024-10-25,5746.81
46,2024-11-01,5762.84
46,2024-11-09,5772.27
46,2024-11-16,5783.01
46,2024-11-23,5792.41
46,2024-11-30,5807.41
46,2024-12-07,5815.69
46,2024-12-14,5829.61
46,2024-12-21,5843.69
46,2024-12-28,5856.0
46,2024-12-31,5860.25
46,2025-01-09,5876.41
46,2025-01-17,5889.25
46,2025-01-24,5896.89
46,2025-01-31,5907.55
46,2025-02-10,5918.51
46,2025-02-17,5927.44
46,2025-02-22,5946.88
46,2025-03-01,5970.96
46,2025-03-08,5987.89
46,2025-03-12,6003.11
46,2025-03-21,6029.99
46,2025-03-28,6044.2
46,2025-03-31,6047.05
46,2025-04-05,6057.01
46,2025-04-15,6077.54
46,2025-04-19,6082.32
46,2025-04-28,6116.14
46,2025-05-01,6121.33
46,2025-05-10,6137.72
46,2025-05-19,6154.58
46,2025-05-27,6168.95
46,2025-06-01,6174.91
46,2025-06-07,6186.25
46,2025-06-13,6194.44
46,2025-06-20,6203.65
46,2025-06-27,6214.87
46,2025-07-01,6218.08
46,2025-07-12,6232.43
46,2025-07-17,6245.76
46,2025-07-28,6262.96
46,2025-08-01,6271.58
46,2025-08-12,6289.02
46,2025-08-22,6296.76
46,2025-08-29,6302.89
46,2025-09-09,6311.75
46,2025-09-19,6329.56
46,2025-10-01,6352.52
46,2025-10-25,6392.8
46,2025-10-31,6401.6
46,2025-11-10,6413.66
46,2025-11-21,6426.92
46,2025-11-28,6437.6
46,2025-12-12,6458.48
46,2025-12-19,6471.6
46,2026-01-01,6491.62
46,2026-01-24,6529.02
46,2026-01-30,6540.91
46,2026-02-16,6565.2
46,2026-02-27,6590.34
46,2026-03-09,6618.11
46,2026-03-20,6648.94
46,2026-03-31,6679.06
46,2026-04-17,6769.6
46,2026-05-01,6800.26
46,2026-05-13,6831.13
46,2026-05-30,6870.83
46,2026-06-09,6891.27
47,2024-05-01,9135.62
47,2024-05-04,9138.46
47,2024-05-11,9157.5
47,2024-05-18,9172.62
47,2024-05-25,9201.46
47,2024-06-01,9218.87
47,2024-06-08,9236.58
47,2024-06-15,9257.39
47,2024-06-22,9276.64
47,2024-06-29,9293.09
47,2024-07-06,9308.87
47,2024-07-13,9321.0
47,2024-07-20,9335.5
47,2024-07-27,9354.97
47,2024-08-01,9363.66
47,2024-08-13,9392.29
47,2024-08-17,9401.94
47,2024-08-24,9419.16
47,2024-09-02,9431.69
47,2024-09-07,9442.51
47,2024-09-30,9483.65
47,2024-10-05,9497.98
47,2024-10-18,9534.89
47,2024-10-25,9567.66
47,2024-11-01,9594.97
47,2024-11-09,9611.98
47,2024-11-16,9630.75
47,2024-11-23,9650.3
47,2024-11-30,9673.73
47,2024-12-07,9687.22
47,2024-12-14,9708.39
47,2024-12-21,9727.6
47,2024-12-28,9745.61
47,2024-12-31,9754.46
47,2025-01-09,9780.8
47,2025-01-17,9806.01
47,2025-01-24,9827.0
47,2025-01-31,9842.99
47,2025-02-10,9861.5
47,2025-02-17,9876.64
47,2025-02-22,9887.85
47,2025-03-01,9923.61
47,2025-03-08,9951.06
47,2025-03-12,9976.24
47,2025-03-21,10035.25
47,2025-03-28,10062.58
47,2025-03-31,10067.69
47,2025-04-05,10084.66
47,2025-04-15,10118.5
47,2025-04-19,10127.41
47,2025-04-28,10183.94
47,2025-05-01,10192.1
47,2025-05-10,10218.24
47,2025-05-19,10245.73
47,2025-05-27,10271.48
47,2025-06-01,10282.82
47,2025-06-07,10302.58
47,2025-06-13,10318.13
47,2025-06-20,10333.96
47,2025-06-27,10352.39
47,2025-07-01,10359.05
47,2025-07-12,10387.91
47,2025-07-17,10402.49
47,2025-07-28,10429.25
47,2025-08-01,10444.03
47,2025-08-12,10473.41
47,2025-08-22,10497.0
47,2025-08-29,10509.2
47,2025-09-09,10524.22
47,2025-09-19,10542.06
47,2025-10-01,10573.51
47,2025-10-25,10650.67
47,2025-10-31,10667.52
47,2025-11-10,10688.16
47,2025-11-21,10709.91
47,2025-11-28,10727.16
47,2025-12-12,10761.42
47,2025-12-19,10778.77
47,2026-01-01,10811.39
47,2026-01-24,10873.97
47,2026-01-30,10859.6
47,2026-02-16,10938.68
47,2026-02-27,10977.02
47,2026-03-09,11016.65
47,2026-03-20,11072.89
47,2026-03-31,11115.89
47,2026-04-17,11263.53
47,2026-05-01,11317.94
47,2026-05-13,11369.3
47,2026-05-30,11440.53
47,2026-06-09,11473.8
47,2026-06-16,11506.04
48,2024-01-06,15565.7
48,2024-01-13,15601.34
48,2024-01-20,15635.82
48,2024-01-27,15670.4
48,2024-01-30,15689.82
48,2024-02-03,15700.96
48,2024-02-10,15730.93
48,2024-02-17,15748.48
48,2024-02-24,15777.77
48,2024-03-01,15807.13
48,2024-03-09,15850.5
48,2024-03-16,15896.12
48,2024-03-23,15940.82
48,2024-03-30,15976.69
48,2024-04-06,16004.35
48,2024-04-13,16023.5
48,2024-04-20,16044.58
48,2024-05-01,16074.13
48,2024-05-04,16085.04
48,2024-05-11,16119.95
48,2024-05-18,16142.91
48,2024-05-25,16171.68
48,2024-06-01,16194.71
48,2024-06-08,16224.6
48,2024-06-15,16257.98
48,2024-06-22,16289.72
48,2024-06-29,16321.51
48,2024-07-06,16348.71
48,2024-07-13,16369.78
48,2024-07-20,16393.09
48,2024-07-27,16421.14
48,2024-08-01,16436.57
48,2024-08-13,16482.22
48,2024-08-17,16499.18
48,2024-08-24,16527.5
48,2024-09-02,16559.18
48,2024-09-07,16572.46
48,2024-09-30,16621.23
48,2024-10-05,16646.67
48,2024-10-18,16708.55
48,2024-10-25,16739.85
48,2024-11-01,16780.27
48,2024-11-09,16809.13
48,2024-11-16,16838.83
48,2024-11-23,16868.09
48,2024-11-30,16912.07
48,2024-12-07,16935.87
48,2024-12-14,16969.96
48,2024-12-21,17002.22
48,2024-12-28,17028.08
48,2024-12-31,17041.63
48,2025-01-09,17084.19
48,2025-01-17,17125.0
48,2025-01-24,17160.03
48,2025-01-31,17192.61
48,2025-02-10,17219.89
48,2025-02-17,17242.83
48,2025-02-22,17261.13
48,2025-03-01,17284.04
48,2025-03-08,17325.64
48,2025-03-12,17367.37
48,2025-03-21,17467.28
48,2025-03-28,17538.34
48,2025-03-31,17552.59
48,2025-04-05,17583.77
48,2025-04-15,17639.33
48,2025-04-19,17655.15
48,2025-04-28,17694.77
48,2025-05-01,17710.65
48,2025-05-10,17750.76
48,2025-05-19,17791.88
48,2025-05-27,17832.64
48,2025-06-01,17853.07
48,2025-06-07,17884.38
48,2025-06-13,17909.32
48,2025-06-20,17931.88
48,2025-06-27,17960.12
48,2025-07-01,17970.73
48,2025-07-12,18013.7
48,2025-07-17,18035.06
48,2025-07-28,18072.48
48,2025-08-01,18095.45
48,2025-08-12,18138.42
48,2025-08-22,18175.59
48,2025-08-29,18202.86
48,2025-09-09,18223.89
48,2025-09-19,18246.86
48,2025-10-01,18273.81
48,2025-10-25,18396.37
48,2025-10-31,18430.29
48,2025-11-10,18459.39
48,2025-11-21,18491.11
48,2025-11-28,18513.06
48,2025-12-12,18564.15
48,2025-12-19,18590.14
48,2026-01-01,18633.99
48,2026-01-24,18727.46
48,2026-01-30,18758.78
48,2026-02-16,18825.61
48,2026-02-27,18879.28
48,2026-03-09,18932.1
48,2026-03-20,19022.58
48,2026-03-31,19091.09
48,2026-04-17,19225.2
48,2026-05-01,19314.25
48,2026-05-13,19389.79
48,2026-05-30,19503.72
48,2026-06-09,19554.86
48,2026-06-16,19603.67
49,2024-01-06,21276.19
49,2024-01-13,21318.48
49,2024-01-20,21360.87
49,2024-01-27,21403.36
49,2024-01-30,21420.4
49,2024-02-03,21445.97
49,2024-02-10,21487.9
49,2024-02-17,21512.4
49,2024-02-24,21512.4
49,2024-03-01,21586.13
49,2024-03-09,21638.59
49,2024-03-16,21685.44
49,2024-03-23,21858.77
49,2024-03-30,21810.41
49,2024-04-06,21919.4
49,2024-04-13,21943.16
49,2024-04-20,21978.86
49,2024-05-01,22020.59
49,2024-05-04,22032.54
49,2024-05-11,22067.78
49,2024-05-18,22106.88
49,2024-05-25,22145.66
49,2024-06-01,22176.91
49,2024-06-08,22216.04
49,2024-06-15,22260.6
49,2024-06-22,22305.27
49,2024-06-29,22350.05
49,2024-07-06,22394.93
49,2024-07-13,22426.83
49,2024-07-20,22458.79
49,2024-07-27,22490.8
49,2024-08-01,22503.62
49,2024-08-13,22566.06
49,2024-08-17,22598.01
49,2024-08-24,22638.03
49,2024-09-02,22678.12
49,2024-09-07,22718.3
49,2024-09-30,22791.21
49,2024-10-05,22804.91
49,2024-10-18,22881.71
49,2024-10-25,22942.1
49,2024-11-01,22975.1
49,2024-11-09,22009.18
49,2024-11-16,23051.37
49,2024-11-23,23093.65
49,2024-11-30,23157.24
49,2024-12-07,23199.75
49,2024-12-14,23245.18
49,2024-12-21,23288.73
49,2024-12-28,23323.66
49,2024-12-31,23332.39
49,2025-01-09,23394.48
49,2025-01-17,23450.68
49,2025-01-24,23497.78
49,2025-01-31,23545.01
49,2025-02-10,23601.81
49,2025-02-17,23635.51
49,2025-02-22,23662.5
49,2025-03-01,23696.3
49,2025-03-08,23716.61
49,2025-03-12,23758.05
49,2025-03-21,23999.24
49,2025-03-28,24090.36
49,2025-03-31,24108.63
49,2025-04-05,24191.87
49,2025-04-15,24275.97
49,2025-04-19,24298.96
49,2025-04-28,24356.56
49,2025-05-01,24379.64
49,2025-05-10,24446.81
49,2025-05-19,24503.77
49,2025-05-27,24560.77
49,2025-06-01,24589.33
49,2025-06-07,24637.02
49,2025-06-13,24679.14
49,2025-06-20,24711.77
49,2025-06-27,24842.63
49,2025-07-01,24769.0
49,2025-07-12,24832.9
49,2025-07-17,24863.53
49,2025-07-28,24917.22
49,2025-08-01,24947.96
49,2025-08-12,25004.8
49,2025-08-22,25067.9
49,2025-08-29,25108.74
49,2025-09-09,25161.99
49,2025-09-19,25197.0
49,2025-10-01,25131.85
49,2025-10-25,25375.32
49,2025-10-31,25426.21
49,2025-11-10,25187.43
49,2025-11-21,25540.29
49,2025-11-28,25673.39
49,2025-12-12,25643.2
49,2025-12-19,25680.81
49,2026-01-01,25742.1
49,2026-01-24,25870.69
49,2026-01-30,25916.0
49,2026-02-16,26009.98
49,2026-02-27,26089.12
49,2026-03-09,26148.66
49,2026-03-20,26269.46
49,2026-03-31,26363.85
49,2026-04-17,26544.0
49,2026-05-01,26673.24
49,2026-05-13,26795.74
49,2026-05-30,26961.96
49,2026-06-09,27042.93
49,2026-06-16,27105.08
50,2025-03-08,1158.25
50,2025-03-12,1158.69
50,2025-03-21,1162.27
50,2025-03-28,1167.23
50,2025-03-31,1169.22
50,2025-04-05,1174.04
50,2025-04-15,1179.03
50,2025-04-19,1180.15
50,2025-04-28,1183.07
50,2025-05-01,1184.19
50,2025-05-10,1187.29
50,2025-05-19,1191.28
50,2025-05-27,1193.22
50,2025-06-01,1194.66
50,2025-06-07,1197.0
50,2025-06-13,1198.98
50,2025-06-20,1200.69
50,2025-06-27,1202.79
50,2025-07-01,1203.66
50,2025-07-12,1206.93
50,2025-07-17,1208.58
50,2025-07-28,1211.47
50,2025-08-01,1213.06
50,2025-08-12,1216.29
50,2025-08-22,1219.38
50,2025-08-29,1221.49
50,2025-09-09,1225.9
50,2025-09-19,1228.09
50,2025-10-01,1230.29
50,2025-10-25,1239.11
50,2025-10-31,1241.89
50,2025-11-10,1244.45
50,2025-11-21,1247.27
50,2025-11-28,1249.14
50,2025-12-12,1253.17
50,2025-12-19,1255.26
50,2026-01-01,1258.66
50,2026-01-24,1266.0
50,2026-01-30,1268.48
50,2026-02-16,1273.66
50,2026-02-27,1277.96
50,2026-03-09,1285.47
50,2026-03-20,1291.67
50,2026-03-31,1296.48
50,2026-04-17,1306.52
50,2026-05-01,1313.74
50,2026-05-13,1319.58
50,2026-05-30,1327.98
50,2026-06-09,1332.03
50,2026-06-16,1335.55
51,2025-06-27,1072.42
51,2025-07-01,1072.61
51,2025-07-12,1071.51
51,2025-07-17,1076.5
51,2025-07-28,1080.98
51,2025-08-01,1082.52
51,2025-08-12,1085.28
51,2025-08-22,1088.61
51,2025-08-29,1090.62
51,2025-09-09,1093.45
51,2025-09-19,1093.23
51,2025-10-01,1095.33
51,2025-10-25,1106.05
51,2025-10-31,1108.57
51,2025-11-10,1111.63
51,2025-11-21,1111.83
51,2025-11-28,1113.56
51,2025-12-12,1117.73
51,2025-12-19,1119.66
51,2026-01-01,1124.42
51,2026-01-24,1132.13
51,2026-01-30,1134.52
51,2026-02-16,1139.31
51,2026-02-27,1143.27
51,2026-03-09,1146.27
51,2026-03-20,1154.55
51,2026-03-31,1159.01
51,2026-04-17,1168.36
51,2026-05-01,1174.64
51,2026-05-13,1179.28
51,2026-05-30,1187.2
51,2026-06-09,1191.16
51,2026-06-16,1193.62
52,2025-01-31,10526.83
52,2025-02-10,10527.78
52,2025-02-17,10550.62
52,2025-02-22,10569.27
52,2025-03-01,10601.64
52,2025-03-08,10614.0
52,2025-03-12,10624.8
52,2025-03-21,10676.72
52,2025-03-28,10714.24
52,2025-03-31,10722.39
52,2025-04-05,10751.53
52,2025-04-15,10803.03
52,2025-04-19,10813.91
52,2025-04-28,10843.57
52,2025-05-01,10854.5
52,2025-05-10,10888.59
52,2025-05-19,10917.13
52,2025-05-27,10943.74
52,2025-06-01,10956.67
52,2025-06-07,10978.67
52,2025-06-13,11000.59
52,2025-06-20,11017.0
52,2025-06-27,11036.82
52,2025-07-01,11045.25
52,2025-07-12,11076.61
52,2025-07-17,11092.49
52,2025-07-28,11140.11
52,2025-08-01,11155.22
52,2025-08-12,11184.18
52,2025-08-22,11216.19
52,2025-08-29,11236.56
52,2025-09-09,11265.25
52,2025-09-19,11289.93
52,2025-10-01,11310.96
52,2025-10-25,11377.25
52,2025-10-31,11402.84
52,2025-11-10,11433.9
52,2025-11-21,11465.21
52,2025-11-28,11482.83
52,2025-12-12,11518.17
52,2025-12-19,11538.33
52,2026-01-01,11571.46
52,2026-01-24,11636.57
52,2026-01-30,11695.23
52,2026-02-16,11742.21
52,2026-02-27,11784.43
52,2026-03-09,11816.89
52,2026-03-20,11871.54
52,2026-03-31,11918.89
52,2026-04-17,12004.46
52,2026-05-01,12070.04
52,2026-05-13,12134.41
52,2026-05-30,12212.88
52,2026-06-09,12253.29
52,2026-06-16,12285.85
53,2025-03-12,9149.67
53,2025-03-21,9163.74
53,2025-03-28,9192.52
53,2025-03-31,9205.11
53,2025-04-05,9236.54
53,2025-04-15,9304.11
53,2025-04-19,9312.65
53,2025-04-28,9336.98
53,2025-05-01,9345.56
53,2025-05-10,9372.82
53,2025-05-19,9398.31
53,2025-05-27,9420.52
53,2025-06-01,9431.15
53,2025-06-07,9449.4
53,2025-06-13,9468.2
53,2025-06-20,9482.84
53,2025-06-27,9499.86
53,2025-07-01,9507.26
53,2025-07-12,9533.99
53,2025-07-17,9547.15
53,2025-07-28,9570.06
53,2025-08-01,9581.54
53,2025-08-12,9604.55
53,2025-08-22,9630.25
53,2025-08-29,9646.87
53,2025-09-09,9687.08
53,2025-09-19,9708.68
53,2025-10-01,9725.97
53,2025-10-25,9778.08
53,2025-10-31,9799.08
53,2025-11-10,9824.67
53,2025-11-21,9853.13
53,2025-11-28,9867.76
53,2025-12-12,9897.08
53,2025-12-19,9913.24
53,2026-01-01,9940.67
53,2026-01-24,9993.58
53,2026-01-30,10012.45
53,2026-02-16,10049.79
53,2026-02-27,10083.99
53,2026-03-09,10140.8
53,2026-03-20,10184.21
53,2026-03-31,10225.01
53,2026-04-17,10296.14
53,2026-05-01,10349.87
53,2026-05-13,10403.92
53,2026-05-30,10471.9
53,2026-06-09,10506.67
53,2026-06-16,10534.61
54,2025-03-12,5845.18
54,2025-03-21,5856.78
54,2025-03-28,5872.55
54,2025-03-31,5879.09
54,2025-04-05,5893.9
54,2025-04-15,5925.55
54,2025-04-19,5930.73
54,2025-04-28,5944.69
54,2025-05-01,5949.91
54,2025-05-10,5965.82
54,2025-05-19,5982.46
54,2025-05-27,5996.27
54,2025-06-01,6002.47
54,2025-06-07,6013.58
54,2025-06-13,6021.83
54,2025-06-20,6030.53
54,2025-06-27,6041.35
54,2025-07-01,6044.8
54,2025-07-12,6062.38
54,2025-07-17,6070.98
54,2025-07-28,6087.41
54,2025-08-01,6096.69
54,2025-08-12,6113.87
54,2025-08-22,6125.06
54,2025-08-29,6131.68
54,2025-09-09,6150.65
54,2025-09-19,6162.49
54,2025-10-01,6186.3
54,2025-10-25,6230.47
54,2025-10-31,6240.11
54,2025-11-10,6252.48
54,2025-11-21,6265.98
54,2025-11-28,6276.85
54,2025-12-12,6298.03
54,2025-12-19,6308.8
54,2026-01-01,6330.28
54,2026-01-24,6369.43
54,2026-01-30,6381.9
54,2026-02-16,6407.33
54,2026-02-27,6430.63
54,2026-03-09,6474.07
54,2026-03-20,6508.14
54,2026-03-31,6535.26
54,2026-04-17,6588.54
54,2026-05-01,6619.88
54,2026-05-13,6651.01
54,2026-05-30,6691.67
54,2026-06-09,6711.03
54,2026-06-16,6730.9
55,2024-01-06,3783.15
55,2024-01-13,3792.27
55,2024-01-20,3800.82
55,2024-01-27,3809.41
55,2024-01-30,3812.51
55,2024-02-03,3817.78
55,2024-02-10,3825.61
55,2024-02-17,3830.49
55,2024-02-24,3830.49
55,2024-03-01,3846.66
55,2024-03-09,3859.47
55,2024-03-16,3868.63
55,2024-03-23,3881.8
55,2024-03-30,3888.78
55,2024-04-06,3895.23
55,2024-04-13,3899.3
55,2024-04-20,3906.47
55,2024-05-01,3915.52
55,2024-05-04,3918.59
55,2024-05-11,3926.91
55,2024-05-18,3934.97
55,2024-05-25,3943.05
55,2024-06-01,3959.94
55,2024-06-08,3968.08
55,2024-06-15,3977.3
55,2024-06-22,3985.86
55,2024-06-29,3993.94
55,2024-07-06,4001.25
55,2024-07-13,4007.11
55,2024-07-20,4013.83
55,2024-07-27,4020.57
55,2024-08-01,4023.72
55,2024-08-13,4038.64
55,2024-08-17,4045.24
55,2024-08-24,4053.5
55,2024-09-02,4059.36
55,2024-09-07,4064.63
55,2024-09-30,4081.98
55,2024-10-05,4087.39
55,2024-10-18,4104.95
55,2024-10-25,4113.85
55,2024-11-01,4125.81
55,2024-11-09,4133.67
55,2024-11-16,4142.05
55,2024-11-23,4150.57
55,2024-11-30,4161.83
55,2024-12-07,4168.11
55,2024-12-14,4177.46
55,2024-12-21,4186.13
55,2024-12-28,4193.29
55,2024-12-31,4195.7
55,2025-01-09,4209.74
55,2025-01-17,4221.49
55,2025-01-24,4231.6
55,2025-01-31,4239.0
55,2025-02-10,4247.16
55,2025-02-17,4253.89
55,2025-02-22,4259.06
55,2025-03-01,4268.16
55,2025-03-08,4279.93
55,2025-03-12,4291.18
55,2025-03-21,4317.72
55,2025-03-28,4335.07
55,2025-03-31,4337.38
55,2025-04-05,4345.56
55,2025-04-15,4361.02
55,2025-04-19,4365.24
55,2025-04-28,4376.7
55,2025-05-01,4380.43
55,2025-05-10,4392.05
55,2025-05-19,4404.12
55,2025-05-27,4440.18
55,2025-06-01,4445.34
55,2025-06-07,4454.12
55,2025-06-13,4461.22
55,2025-06-20,4468.03
55,2025-06-27,4476.29
55,2025-07-01,4479.57
55,2025-07-12,4492.72
55,2025-07-17,4499.37
55,2025-07-28,4511.11
55,2025-08-01,4518.1
55,2025-08-12,4531.27
55,2025-08-22,4542.52
55,2025-08-29,4549.54
55,2025-09-09,4556.46
55,2025-09-19,4564.77
55,2025-10-01,4575.61
55,2025-10-25,4612.57
55,2025-10-31,4620.81
55,2025-11-10,4629.96
55,2025-11-21,4640.04
55,2025-11-28,4647.29
55,2025-12-12,4663.19
55,2025-12-19,4674.18
55,2026-01-01,4685.32
55,2026-01-24,4714.35
55,2026-01-30,4723.99
55,2026-02-16,4743.05
55,2026-02-27,4758.93
55,2026-03-09,4775.24
55,2026-03-20,4800.58
55,2026-03-31,4820.41
55,2026-04-17,4860.36
55,2026-05-01,4885.22
55,2026-05-13,4907.08
55,2026-05-30,4938.7
55,2026-06-09,4952.91
55,2026-06-16,4966.64
56,2025-03-21,3106.12
56,2025-03-28,3114.75
56,2025-03-31,3118.67
56,2025-04-05,3128.9
56,2025-04-15,3147.76
56,2025-04-19,3150.73
56,2025-04-28,3158.44
56,2025-05-01,3161.43
56,2025-05-10,3170.37
56,2025-05-19,3177.68
56,2025-05-27,3185.7
56,2025-06-01,3189.66
56,2025-06-07,3196.44
56,2025-06-13,3201.4
56,2025-06-20,3206.12
56,2025-06-27,3211.94
56,2025-07-01,3214.33
56,2025-07-12,3223.12
56,2025-07-17,3227.58
56,2025-07-28,3235.4
56,2025-08-01,3239.74
56,2025-08-12,3248.79
56,2025-08-22,3257.27
56,2025-08-29,3263.13
56,2025-09-09,3271.29
56,2025-09-19,3280.03
56,2025-10-01,3286.12
56,2025-10-25,3310.77
56,2025-10-31,3318.09
56,2025-11-10,3327.49
56,2025-11-21,3332.99
56,2025-11-28,3338.16
56,2025-12-12,3349.41
56,2025-12-19,3355.09
56,2026-01-01,3364.29
56,2026-01-24,3384.56
56,2026-01-30,3391.37
56,2026-02-16,3405.61
56,2026-02-27,3417.29
56,2026-03-09,3425.69
56,2026-03-20,3455.13
56,2026-03-31,3468.48
56,2026-04-17,3495.33
56,2026-05-01,3513.71
56,2026-05-13,3530.03
56,2026-05-30,3554.03
56,2026-06-09,3565.97
56,2026-06-16,3574.55
57,2025-03-08,11479.68
57,2025-03-12,11481.58
57,2025-03-21,11524.31
57,2025-03-28,11576.2
57,2025-03-31,11597.15
57,2025-04-05,11650.2
57,2025-04-15,11697.7
57,2025-04-19,11708.96
57,2025-04-28,11738.48
57,2025-05-01,11749.79
57,2025-05-10,11783.43
57,2025-05-19,11811.21
57,2025-05-27,11840.92
57,2025-06-01,11855.59
57,2025-06-07,11880.31
57,2025-06-13,11899.3
57,2025-06-20,11916.64
57,2025-06-27,11937.97
57,2025-07-01,11946.78
57,2025-07-12,11979.94
57,2025-07-17,11996.65
57,2025-07-28,12026.07
57,2025-08-01,12042.19
57,2025-08-12,12071.75
57,2025-08-22,12106.27
57,2025-08-29,12127.76
57,2025-09-09,12179.84
57,2025-09-19,12195.28
57,2025-10-01,12217.88
57,2025-10-25,12307.14
57,2025-10-31,12335.25
57,2025-11-10,12369.21
57,2025-11-21,12390.11
